Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
2023-12-01 00:15:00,12/01/2023 12:45:00 AM,1202.0,5.41,41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841),41.9000696,-87.72091824,POINT (-87.7209182385 41.9000696026)
2023-12-01 00:15:00,12/01/2023 12:45:00 AM,1421.0,10.49,41.80908443,-87.63242452,POINT (-87.6324245245 41.8090844303),41.69063335,-87.57005827,POINT (-87.5700582686 41.6906333472)
2023-12-01 00:15:00,12/01/2023 12:45:00 AM,1555.0,19.0,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841)
2023-12-01 00:15:00,12/01/2023 12:45:00 AM,1129.0,9.46,42.00157103,-87.69501259,POINT (-87.6950125892 42.001571027),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,600.0,0.0,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.90120699,-87.67635599,POINT (-87.6763559892 41.9012069941)
2023-12-01 00:15:00,12/01/2023 12:45:00 AM,1440.0,0.2,41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,300.0,0.0,41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383),41.85718386,-87.62033462,POINT (-87.6203346241 41.8571838585)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,644.0,2.78,41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),41.90752008,-87.6266589,POINT (-87.6266589003 41.9075200747)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,820.0,7.73,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.95358213,-87.72345239,POINT (-87.7234523905 41.9535821253)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,720.0,2.0,41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),41.88498719,-87.62099291,POINT (-87.6209929134 41.8849871918)
2023-12-01 00:15:00,12/01/2023 12:45:00 AM,1952.0,25.33,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.79409025,-87.59231086,POINT (-87.592310855 41.794090253)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,373.0,1.9,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.90120699,-87.67635599,POINT (-87.6763559892 41.9012069941)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,631.0,5.1,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.9386662,-87.71121059,POINT (-87.7112105933 41.9386661962)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,774.0,11.94,41.92276062,-87.69915534,POINT (-87.6991553432 41.9227606205),41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146)
2023-12-01 00:15:00,12/01/2023 12:45:00 AM,1981.0,19.49,41.79259236,-87.76961545,POINT (-87.7696154528 41.7925923603),41.94779159,-87.68383494,POINT (-87.6838349425 41.9477915865)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,1208.0,9.65,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.95358213,-87.72345239,POINT (-87.7234523905 41.9535821253)
2023-12-01 00:15:00,12/01/2023 12:15:00 AM,720.0,3.1,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.85718386,-87.62033462,POINT (-87.6203346241 41.8571838585)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,1360.0,17.71,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,960.0,9.0,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.77887686,-87.59492544,POINT (-87.5949254391 41.7788768603)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,1444.0,12.2,41.79259236,-87.76961545,POINT (-87.7696154528 41.7925923603),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,785.0,6.0,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.92276062,-87.69915534,POINT (-87.6991553432 41.9227606205)
2023-12-01 00:15:00,12/01/2023 01:15:00 AM,3900.0,5.9,41.9442266,-87.65599818,POINT (-87.6559981815 41.9442266014),41.9867118,-87.66341641,POINT (-87.6634164054 41.9867117999)
2023-12-01 00:15:00,12/01/2023 12:45:00 AM,1320.0,0.0,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,645.0,6.77,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.9867118,-87.66341641,POINT (-87.6634164054 41.9867117999)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,845.0,5.49,41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383),41.9442266,-87.65599818,POINT (-87.6559981815 41.9442266014)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,1217.0,16.95,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:15:00,12/01/2023 12:15:00 AM,340.0,0.0,41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383),41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,655.0,5.14,41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383),41.92276062,-87.69915534,POINT (-87.6991553432 41.9227606205)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,1020.0,10.2,41.79259236,-87.76961545,POINT (-87.7696154528 41.7925923603),41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841)
2023-12-01 00:15:00,12/01/2023 12:45:00 AM,1577.0,17.34,41.79259236,-87.76961545,POINT (-87.7696154528 41.7925923603),41.9442266,-87.65599818,POINT (-87.6559981815 41.9442266014)
2023-12-01 00:15:00,12/01/2023 12:45:00 AM,1942.0,11.12,41.79259236,-87.76961545,POINT (-87.7696154528 41.7925923603),41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,1028.0,5.32,41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383),41.9442266,-87.65599818,POINT (-87.6559981815 41.9442266014)
2023-12-01 00:15:00,12/01/2023 12:30:00 AM,822.0,12.33,41.84207612,-87.63397342,POINT (-87.6339734222 41.8420761168),41.6738199,-87.63573978,POINT (-87.6357397768 41.6738199043)
2023-12-01 00:15:00,12/01/2023 12:45:00 AM,1440.0,12.6,41.79259236,-87.76961545,POINT (-87.7696154528 41.7925923603),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:30:00,12/01/2023 12:30:00 AM,516.0,1.77,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841)
2023-12-01 00:30:00,12/01/2023 01:00:00 AM,1347.0,10.17,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.95402765,-87.76339903,POINT (-87.7633990316 41.9540276487)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,798.0,0.0,41.92268628,-87.64948873,POINT (-87.6494887289 41.9226862843),41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,1288.0,14.67,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.90120699,-87.67635599,POINT (-87.6763559892 41.9012069941)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,634.0,3.31,41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841),41.90120699,-87.67635599,POINT (-87.6763559892 41.9012069941)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,1219.0,17.55,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383)
2023-12-01 00:30:00,12/01/2023 12:30:00 AM,300.0,0.0,41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:30:00,12/01/2023 12:30:00 AM,112.0,0.39,41.89250778,-87.62621491,POINT (-87.6262149064 41.8925077809),41.88498719,-87.62099291,POINT (-87.6209929134 41.8849871918)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,1027.0,7.3,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.96581197,-87.65587879,POINT (-87.6558787862 41.96581197)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,780.0,0.2,41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383),41.83511799,-87.61867777,POINT (-87.6186777673 41.8351179863)
2023-12-01 00:30:00,12/01/2023 12:30:00 AM,429.0,1.55,41.89204214,-87.63186395,POINT (-87.6318639497 41.8920421365),41.90752008,-87.6266589,POINT (-87.6266589003 41.9075200747)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,890.0,3.08,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.85718386,-87.62033462,POINT (-87.6203346241 41.8571838585)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,1223.0,17.2,41.97907082,-87.90303966,POINT (-87.9030396611 41.9790708201),41.89204214,-87.63186395,POINT (-87.6318639497 41.8920421365)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,1201.0,20.09,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383)
2023-12-01 00:30:00,12/01/2023 01:00:00 AM,1440.0,16.4,41.97907082,-87.90303966,POINT (-87.9030396611 41.9790708201),41.88498719,-87.62099291,POINT (-87.6209929134 41.8849871918)
2023-12-01 00:30:00,12/01/2023 12:30:00 AM,260.0,0.73,41.89250778,-87.62621491,POINT (-87.6262149064 41.8925077809),41.88498719,-87.62099291,POINT (-87.6209929134 41.8849871918)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,673.0,6.4,41.92268628,-87.64948873,POINT (-87.6494887289 41.9226862843),42.00962288,-87.67016686,POINT (-87.6701668569 42.0096228806)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,600.0,1.87,41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383),41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841)
2023-12-01 00:30:00,12/01/2023 01:00:00 AM,1320.0,0.0,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.90120699,-87.67635599,POINT (-87.6763559892 41.9012069941)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,900.0,10.3,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.95358213,-87.72345239,POINT (-87.7234523905 41.9535821253)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,1140.0,0.0,41.79259236,-87.76961545,POINT (-87.7696154528 41.7925923603),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,1040.0,11.64,41.6738199,-87.63573978,POINT (-87.6357397768 41.6738199043),41.81294894,-87.61785968,POINT (-87.6178596758 41.8129489392)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,1380.0,15.7,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.92268628,-87.64948873,POINT (-87.6494887289 41.9226862843)
2023-12-01 00:30:00,12/01/2023 12:30:00 AM,360.0,1.3,41.89250778,-87.62621491,POINT (-87.6262149064 41.8925077809),41.90752008,-87.6266589,POINT (-87.6266589003 41.9075200747)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,540.0,3.5,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.92268628,-87.64948873,POINT (-87.6494887289 41.9226862843)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,1390.0,17.21,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.90120699,-87.67635599,POINT (-87.6763559892 41.9012069941)
2023-12-01 00:30:00,12/01/2023 01:00:00 AM,1652.0,2.23,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,508.0,2.34,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.90120699,-87.67635599,POINT (-87.6763559892 41.9012069941)
2023-12-01 00:30:00,12/01/2023 12:30:00 AM,514.0,2.05,41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,627.0,1.79,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,742.0,6.05,41.96581197,-87.65587879,POINT (-87.6558787862 41.96581197),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:30:00,12/01/2023 01:00:00 AM,1320.0,0.6,41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841),41.7632468,-87.61613411,POINT (-87.6161341112 41.7632467988)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,1235.0,13.9,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.9442266,-87.65599818,POINT (-87.6559981815 41.9442266014)
2023-12-01 00:30:00,12/01/2023 01:00:00 AM,1779.0,14.51,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.9867118,-87.66341641,POINT (-87.6634164054 41.9867117999)
2023-12-01 00:30:00,12/01/2023 12:30:00 AM,720.0,0.2,41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841),41.92268628,-87.64948873,POINT (-87.6494887289 41.9226862843)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,797.0,4.4,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.90120699,-87.67635599,POINT (-87.6763559892 41.9012069941)
2023-12-01 00:30:00,12/01/2023 01:00:00 AM,1650.0,14.38,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),42.00962288,-87.67016686,POINT (-87.6701668569 42.0096228806)
2023-12-01 00:30:00,12/01/2023 12:30:00 AM,377.0,1.2,41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,1133.0,14.1,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.92268628,-87.64948873,POINT (-87.6494887289 41.9226862843)
2023-12-01 00:30:00,12/01/2023 12:45:00 AM,819.0,4.71,41.9442266,-87.65599818,POINT (-87.6559981815 41.9442266014),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,780.0,0.0,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.84207612,-87.63397342,POINT (-87.6339734222 41.8420761168)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,669.0,6.99,41.96581197,-87.65587879,POINT (-87.6558787862 41.96581197),41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,777.0,3.24,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.92268628,-87.64948873,POINT (-87.6494887289 41.9226862843)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,814.0,7.04,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),42.00761259,-87.81378103,POINT (-87.8137810343 42.0076125931)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,995.0,0.0,41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841),41.968069,-87.72155906,POINT (-87.7215590627 41.968069)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,829.0,7.78,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.95358213,-87.72345239,POINT (-87.7234523905 41.9535821253)
2023-12-01 00:45:00,12/01/2023 01:15:00 AM,1067.0,0.0,41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841),41.83908691,-87.71400381,POINT (-87.714003807 41.8390869059)
2023-12-01 00:45:00,12/01/2023 12:45:00 AM,606.0,3.34,41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383),41.9442266,-87.65599818,POINT (-87.6559981815 41.9442266014)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,1281.0,18.34,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:45:00,12/01/2023 12:45:00 AM,534.0,1.82,41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,436.0,0.0,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.92268628,-87.64948873,POINT (-87.6494887289 41.9226862843)
2023-12-01 00:45:00,12/01/2023 01:15:00 AM,2280.0,18.0,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),42.00962288,-87.67016686,POINT (-87.6701668569 42.0096228806)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,1008.0,13.91,41.92276062,-87.69915534,POINT (-87.6991553432 41.9227606205),41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,1380.0,0.8,41.79259236,-87.76961545,POINT (-87.7696154528 41.7925923603),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:45:00,12/01/2023 12:45:00 AM,180.0,1.1,41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841),41.85718386,-87.62033462,POINT (-87.6203346241 41.8571838585)
2023-12-01 00:45:00,12/01/2023 01:15:00 AM,1198.0,12.21,41.79259236,-87.76961545,POINT (-87.7696154528 41.7925923603),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,1239.0,17.41,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383)
2023-12-01 00:45:00,12/01/2023 01:15:00 AM,1691.0,24.31,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.80908443,-87.63242452,POINT (-87.6324245245 41.8090844303)
2023-12-01 00:45:00,12/01/2023 01:15:00 AM,1123.0,11.1,41.92268628,-87.64948873,POINT (-87.6494887289 41.9226862843),41.79409025,-87.59231086,POINT (-87.592310855 41.794090253)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,1020.0,9.7,41.79259236,-87.76961545,POINT (-87.7696154528 41.7925923603),41.85718386,-87.62033462,POINT (-87.6203346241 41.8571838585)
2023-12-01 00:45:00,12/01/2023 01:15:00 AM,1331.0,13.0,41.79259236,-87.76961545,POINT (-87.7696154528 41.7925923603),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:45:00,12/01/2023 12:45:00 AM,660.0,4.0,41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841),41.92268628,-87.64948873,POINT (-87.6494887289 41.9226862843)
2023-12-01 00:45:00,12/01/2023 01:15:00 AM,1528.0,19.06,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,739.0,4.77,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.9442266,-87.65599818,POINT (-87.6559981815 41.9442266014)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,840.0,0.7,41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383),41.9850151,-87.80453201,POINT (-87.8045320063 41.9850151008)
2023-12-01 00:45:00,12/01/2023 01:15:00 AM,1330.0,17.84,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:45:00,12/01/2023 12:45:00 AM,299.0,1.56,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,744.0,4.88,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.92268628,-87.64948873,POINT (-87.6494887289 41.9226862843)
2023-12-01 00:45:00,12/01/2023 01:15:00 AM,1620.0,15.0,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.9442266,-87.65599818,POINT (-87.6559981815 41.9442266014)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,1140.0,1.0,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,744.0,11.95,41.84207612,-87.63397342,POINT (-87.6339734222 41.8420761168),41.68972991,-87.6690544,POINT (-87.6690544032 41.6897299145)
2023-12-01 00:45:00,12/01/2023 12:45:00 AM,234.0,2.04,41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),41.89204214,-87.63186395,POINT (-87.6318639497 41.8920421365)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,657.0,7.01,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.9867118,-87.66341641,POINT (-87.6634164054 41.9867117999)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,360.0,1.1,41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
2023-12-01 00:45:00,12/01/2023 01:00:00 AM,897.0,5.57,41.9442266,-87.65599818,POINT (-87.6559981815 41.9442266014),41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841)
2023-12-01 00:45:00,12/01/2023 01:15:00 AM,1257.0,12.99,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.92276062,-87.69915534,POINT (-87.6991553432 41.9227606205)
2023-12-01 00:45:00,12/01/2023 12:45:00 AM,416.0,1.27,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841)
